Date,Close_
2020-05-21,382.170013
2020-05-22,385.26001
2020-05-26,376.630005
2020-05-27,375.170013
2020-05-28,379.829987
2020-05-29,386.600006
2020-06-01,389.679993
2020-06-02,390.440002
2020-06-03,389.920013
2020-06-04,385.799988
2020-06-05,392.899994
2020-06-08,397.779999
2020-06-09,397.160004
2020-06-10,406.820007
2020-06-11,387.670013
2020-06-12,406.540009
2020-06-15,401.339996
2020-06-16,411.670013
2020-06-17,413.48999
2020-06-18,420.459991
2020-06-19,428.01001
2020-06-22,438.640015
2020-06-23,440.549988
2020-06-24,431.679993
2020-06-25,436.950012
2020-06-26,426.920013
2020-06-29,424.200012
2020-06-30,435.309998
2020-07-01,439.809998
2020-07-02,442.950012
2020-07-06,452.589996
2020-07-07,449.359985
2020-07-08,457.679993
2020-07-09,460.839996
2020-07-10,466.200012
2020-07-13,442.470001
2020-07-14,433.779999
2020-07-15,433.01001
2020-07-16,426.290009
2020-07-17,432.420013
2020-07-20,455.269989
2020-07-21,444.279999
2020-07-22,445.049988
2020-07-23,431.73999
2020-07-24,430.309998
2020-07-27,437.100006
2020-07-28,432.26001
2020-07-29,436.299988
2020-07-30,438.880005
2020-07-31,444.320007
2020-08-03,447.970001
2020-08-04,446.920013
2020-08-05,449.51001
2020-08-06,464.109985
2020-08-07,449.570007
2020-08-10,443.290009
2020-08-11,435.230011
2020-08-12,445.359985
2020-08-13,450.019989
2020-08-14,447.600006
2020-08-17,451.579987
2020-08-18,463.51001
2020-08-19,462.01001
2020-08-20,478.480011
2020-08-21,473.220001
2020-08-24,476.299988
2020-08-25,484.429993
2020-08-26,528.48999
2020-08-27,510.320007
2020-08-28,516.440002
2020-08-31,513.390015
2020-09-01,527.950012
2020-09-02,533.799988
2020-09-03,507.799988
2020-09-04,491.940002
2020-09-08,462.130005
2020-09-09,479.459991
2020-09-10,476.26001
2020-09-11,471.350006
2020-09-14,485.910004
2020-09-15,497.670013
2020-09-16,476.0
2020-09-17,474.299988
2020-09-18,467.549988
2020-09-21,475.640015
2020-09-22,486.779999
2020-09-23,470.390015
2020-09-24,467.670013
2020-09-25,479.779999
2020-09-28,488.51001
2020-09-29,489.329987
2020-09-30,490.429993
2020-10-01,499.51001
2020-10-02,478.98999
2020-10-05,486.470001
2020-10-06,478.980011
2020-10-07,493.149994
2020-10-08,490.839996
2020-10-09,502.160004
2020-10-12,510.890015
2020-10-13,514.309998
2020-10-14,506.309998
2020-10-15,501.149994
2020-10-16,502.820007
2020-10-19,495.200012
2020-10-20,494.579987
2020-10-21,495.959991
2020-10-22,483.600006
2020-10-23,488.5
2020-10-26,475.200012
2020-10-27,478.559998
2020-10-28,456.970001
2020-10-29,461.109985
2020-10-30,447.100006
2020-11-02,444.940002
2020-11-03,454.019989
2020-11-04,487.230011
2020-11-05,496.470001
2020-11-06,494.630005
2020-11-09,471.140015
2020-11-10,452.0
2020-11-11,467.75
2020-11-12,462.579987
2020-11-13,469.339996
2020-11-16,460.950012
2020-11-17,467.950012
2020-11-18,459.470001
2020-11-19,466.410004
2020-11-20,462.920013
2020-11-23,460.609985
2020-11-24,462.700012
2020-11-25,470.079987
2020-11-27,477.029999
2020-11-30,478.470001
2020-12-01,479.149994
2020-12-02,481.26001
2020-12-03,484.279999
2020-12-04,486.0
2020-12-07,492.25
2020-12-08,495.279999
2020-12-09,483.73999
2020-12-10,476.869995
2020-12-11,475.910004
2020-12-14,486.420013
2020-12-15,482.640015
2020-12-16,489.899994
2020-12-17,495.359985
2020-12-18,502.950012
2020-12-21,498.390015
2020-12-22,504.170013
2020-12-23,496.910004
2020-12-24,499.859985
2020-12-28,498.950012
2020-12-29,502.109985
2020-12-30,497.450012
2020-12-31,500.119995
2021-01-04,485.339996
2021-01-05,485.690002
2021-01-06,466.309998
2021-01-07,477.73999
2021-01-08,485.100006
2021-01-11,474.23999
2021-01-12,471.649994
2021-01-13,472.049988
2021-01-14,463.269989
2021-01-15,458.079987
2021-01-19,456.5
2021-01-20,469.730011
2021-01-21,472.019989
2021-01-22,472.440002
2021-01-25,473.440002
2021-01-26,476.279999
2021-01-27,460.0
2021-01-28,465.670013
2021-01-29,458.769989
2021-02-01,470.0
2021-02-02,484.929993
2021-02-03,481.920013
2021-02-04,489.380005
2021-02-05,492.119995
2021-02-08,493.76001
2021-02-09,496.049988
2021-02-10,492.670013
2021-02-11,496.619995
2021-02-12,498.839996
2021-02-16,501.640015
2021-02-17,491.230011
2021-02-18,488.369995
2021-02-19,479.119995
2021-02-22,467.329987
2021-02-23,467.799988
2021-02-24,476.619995
2021-02-25,459.160004
2021-02-26,459.670013
2021-03-01,469.570007
2021-03-02,466.589996
2021-03-03,448.450012
2021-03-04,439.059998
2021-03-05,440.829987
2021-03-08,421.200012
2021-03-09,439.179993
2021-03-10,437.01001
2021-03-11,451.059998
2021-03-12,444.299988
2021-03-15,447.589996
2021-03-16,450.540009
2021-03-17,451.01001
2021-03-18,439.179993
2021-03-19,441.5
2021-03-22,452.410004
2021-03-23,460.200012
2021-03-24,451.51001
2021-03-25,450.98999
2021-03-26,469.089996
2021-03-29,469.320007
2021-03-30,465.459991
2021-03-31,475.369995
2021-04-01,483.339996
2021-04-05,491.619995
2021-04-06,491.339996
2021-04-07,493.410004
2021-04-08,499.839996
2021-04-09,504.040009
2021-04-12,506.029999
2021-04-13,514.859985
2021-04-14,510.630005
2021-04-15,523.25
2021-04-16,525.080017
2021-04-19,516.169983
2021-04-20,514.210022
2021-04-21,512.340027
2021-04-22,507.290009
2021-04-23,515.840027
2021-04-26,515.700012
2021-04-27,517.320007
2021-04-28,515.47998
2021-04-29,516.090027
2021-04-30,508.339996
2021-05-03,503.459991
2021-05-04,490.700012
2021-05-05,486.690002
2021-05-06,483.609985
2021-05-07,488.730011
2021-05-10,479.380005
2021-05-11,485.190002
2021-05-12,472.089996
2021-05-13,474.160004
2021-05-14,486.559998
2021-05-17,482.73999
2021-05-18,480.619995
2021-05-19,480.470001
2021-05-20,491.670013
2021-05-21,488.070007
2021-05-24,497.829987
2021-05-25,505.079987
2021-05-26,506.980011
2021-05-27,498.279999
2021-05-28,504.579987
2021-06-01,495.910004
2021-06-02,495.769989
2021-06-03,493.140015
2021-06-04,504.5
2021-06-07,509.470001
2021-06-08,509.200012
2021-06-09,514.679993
2021-06-10,535.52002
2021-06-11,541.26001
2021-06-14,556.950012
2021-06-15,548.460022
2021-06-16,543.330017
2021-06-17,551.359985
2021-06-18,565.590027
2021-06-21,567.349976
2021-06-22,575.73999
2021-06-23,574.22998
2021-06-24,578.26001
2021-06-25,579.659973
2021-06-28,588.799988
2021-06-29,590.75
2021-06-30,585.640015
2021-07-01,584.72998
2021-07-02,593.070007
2021-07-06,596.900024
2021-07-07,605.77002
2021-07-08,605.950012
2021-07-09,604.5
2021-07-12,600.200012
2021-07-13,605.01001
2021-07-14,608.830017
2021-07-15,606.169983
2021-07-16,606.099976
2021-07-19,602.049988
2021-07-20,608.719971
2021-07-21,612.26001
2021-07-22,623.679993
2021-07-23,625.869995
2021-07-26,620.799988
2021-07-27,618.280029
2021-07-28,620.919983
2021-07-29,621.700012
2021-07-30,621.630005
2021-08-02,618.75
2021-08-03,621.280029
2021-08-04,625.679993
2021-08-05,632.080017
2021-08-06,631.380005
2021-08-09,629.219971
2021-08-10,621.73999
2021-08-11,626.030029
2021-08-12,634.349976
2021-08-13,637.309998
2021-08-16,636.940002
2021-08-17,635.01001
2021-08-18,626.77002
2021-08-19,637.659973
2021-08-20,647.340027
2021-08-23,656.859985
2021-08-24,657.23999
2021-08-25,656.799988
2021-08-26,652.390015
2021-08-27,658.52002
2021-08-30,665.98999
2021-08-31,663.700012
2021-09-01,665.890015
2021-09-02,664.640015
2021-09-03,666.590027
2021-09-07,661.390015
2021-09-08,663.219971
2021-09-09,661.679993
2021-09-10,658.940002
2021-09-13,645.150024
2021-09-14,645.01001
2021-09-15,661.080017
2021-09-16,665.109985
2021-09-17,654.47998
2021-09-20,641.289978
2021-09-21,645.890015
2021-09-22,626.080017
2021-09-23,630.840027
2021-09-24,622.710022
2021-09-27,603.650024
2021-09-28,578.77002
2021-09-29,577.700012
2021-09-30,575.719971
2021-10-01,577.469971
2021-10-04,558.48999
2021-10-05,566.700012
2021-10-06,570.309998
2021-10-07,578.960022
2021-10-08,576.859985
2021-10-11,573.070007
2021-10-12,580.690002
2021-10-13,591.119995
2021-10-14,607.51001
2021-10-15,610.090027
2021-10-18,622.830017
2021-10-19,636.070007
2021-10-20,632.369995
2021-10-21,638.659973
2021-10-22,643.580017
2021-10-25,646.969971
2021-10-26,642.5
2021-10-27,640.080017
2021-10-28,639.280029
2021-10-29,650.359985
2021-11-01,640.200012
2021-11-02,640.400024
2021-11-03,655.179993
2021-11-04,674.080017
2021-11-05,662.719971
2021-11-08,666.02002
2021-11-09,667.919983
2021-11-10,647.5
2021-11-11,643.169983
2021-11-12,657.599976
2021-11-15,659.72998
2021-11-16,671.030029
2021-11-17,670.669983
2021-11-18,670.960022
2021-11-19,688.369995
2021-11-22,673.570007
2021-11-23,665.159973
2021-11-24,668.320007
2021-11-26,662.099976
2021-11-29,687.48999
2021-11-30,669.849976
2021-12-01,657.409973
2021-12-02,671.880005
2021-12-03,616.530029
2021-12-06,622.039978
2021-12-07,649.960022
2021-12-08,653.099976
2021-12-09,632.570007
2021-12-10,654.450012
2021-12-13,658.299988
2021-12-14,614.859985
2021-12-15,630.330017
2021-12-16,566.090027
2021-12-17,556.640015
2021-12-20,549.77002
2021-12-21,557.52002
2021-12-22,563.97998
2021-12-23,569.619995
2021-12-27,577.679993
2021-12-28,569.359985
2021-12-29,569.289978
2021-12-30,570.530029
2021-12-31,567.059998
2022-01-03,564.369995
2022-01-04,554.0
2022-01-05,514.429993
2022-01-06,514.119995
2022-01-07,510.700012
2022-01-10,525.830017
2022-01-11,529.890015
2022-01-12,532.369995
2022-01-13,516.900024
2022-01-14,520.599976
2022-01-18,513.340027
2022-01-19,516.580017
2022-01-20,510.850006
2022-01-21,499.910004
2022-01-24,519.659973
2022-01-25,502.720001
2022-01-26,500.809998
2022-01-27,493.049988
2022-01-28,518.159973
2022-01-31,534.299988
2022-02-01,535.97998
2022-02-02,533.090027
2022-02-03,510.829987
2022-02-04,513.539978
2022-02-07,507.100006
2022-02-08,511.309998
2022-02-09,521.75
2022-02-10,495.019989
2022-02-11,473.970001
2022-02-14,474.01001
2022-02-15,479.5
2022-02-16,477.700012
2022-02-17,457.709991
2022-02-18,442.559998
2022-02-22,438.399994
2022-02-23,429.450012
2022-02-24,463.820007
2022-02-25,465.540009
2022-02-28,467.679993
2022-03-01,466.679993
2022-03-02,471.179993
2022-03-03,459.079987
2022-03-04,452.130005
2022-03-07,437.970001
2022-03-08,431.529999
2022-03-09,450.869995
2022-03-10,438.950012
2022-03-11,416.380005
2022-03-14,411.5
2022-03-15,421.660004
2022-03-16,442.359985
2022-03-17,444.359985
2022-03-18,453.329987
2022-03-21,453.589996
2022-03-22,466.450012
2022-03-23,422.899994
2022-03-24,432.140015
2022-03-25,431.619995
2022-03-28,450.01001
2022-03-29,466.329987
2022-03-30,460.059998
2022-03-31,455.619995
2022-04-01,458.190002
2022-04-04,468.809998
2022-04-05,458.579987
2022-04-06,444.329987
2022-04-07,452.720001
2022-04-08,445.339996
2022-04-11,434.440002
2022-04-12,426.769989
2022-04-13,431.670013
2022-04-14,420.440002
2022-04-18,425.470001
2022-04-19,436.399994
2022-04-20,428.109985
2022-04-21,417.480011
2022-04-22,408.670013
2022-04-25,413.950012
2022-04-26,399.119995
2022-04-27,397.899994
2022-04-28,410.529999
2022-04-29,395.950012
2022-05-02,407.290009
2022-05-03,407.579987
2022-05-04,423.350006
2022-05-05,400.51001
2022-05-06,391.01001
2022-05-09,376.910004
2022-05-10,393.029999
2022-05-11,379.329987
2022-05-12,388.48999
2022-05-13,405.450012
2022-05-16,402.859985
2022-05-17,409.649994
2022-05-18,397.880005
2022-05-19,394.380005
2022-05-20,399.089996
2022-05-23,406.76001
2022-05-24,398.410004
2022-05-25,402.5
2022-05-26,408.600006
2022-05-27,428.220001
2022-05-31,416.480011
2022-06-01,418.160004
2022-06-02,441.279999
2022-06-03,429.76001
2022-06-06,429.459991
2022-06-07,433.420013
2022-06-08,428.839996
2022-06-09,426.420013
2022-06-10,393.839996
2022-06-13,371.649994
2022-06-14,370.820007
2022-06-15,376.920013
2022-06-16,365.079987
2022-06-17,360.790009
2022-06-21,362.98999
2022-06-22,365.329987
2022-06-23,376.640015
2022-06-24,387.720001
2022-06-27,381.070007
2022-06-28,365.630005
2022-06-29,368.5
2022-06-30,366.059998
2022-07-01,368.480011
2022-07-05,376.48999
2022-07-06,382.829987
2022-07-07,390.890015
2022-07-08,389.440002
2022-07-11,384.160004
2022-07-12,375.540009
2022-07-13,371.940002
2022-07-14,372.959991
2022-07-15,379.859985
2022-07-18,375.230011
2022-07-19,387.829987
2022-07-20,401.48999
2022-07-21,408.910004
2022-07-22,401.899994
2022-07-25,391.959991
2022-07-26,379.26001
2022-07-27,392.779999
2022-07-28,403.5
2022-07-29,410.119995
2022-08-01,411.089996
2022-08-02,409.959991
2022-08-03,424.540009
2022-08-04,430.589996
2022-08-05,433.429993
2022-08-08,434.339996
2022-08-09,426.570007
2022-08-10,438.399994
2022-08-11,434.890015
2022-08-12,445.670013
2022-08-15,451.019989
2022-08-16,447.559998
2022-08-17,437.820007
2022-08-18,439.029999
2022-08-19,425.059998
2022-08-22,411.350006
2022-08-23,410.410004
2022-08-24,405.649994
2022-08-25,403.929993
2022-08-26,381.019989
2022-08-29,375.26001
2022-08-30,375.070007
2022-08-31,373.440002
2022-09-01,370.529999
2022-09-02,368.140015
2022-09-06,368.299988
2022-09-07,379.720001
2022-09-08,383.630005
2022-09-09,394.779999
2022-09-12,396.359985
2022-09-13,368.390015
2022-09-14,371.519989
2022-09-15,309.130005
2022-09-16,299.5
2022-09-19,296.059998
2022-09-20,291.059998
2022-09-21,286.299988
2022-09-22,287.059998
2022-09-23,284.559998
2022-09-26,276.959991
2022-09-27,277.570007
2022-09-28,281.399994
2022-09-29,278.25
2022-09-30,275.200012
2022-10-03,285.23999
2022-10-04,294.970001
2022-10-05,297.380005
2022-10-06,298.410004
2022-10-07,288.769989
2022-10-10,285.720001
2022-10-11,284.829987
2022-10-12,286.149994
2022-10-13,294.73999
2022-10-14,287.940002
2022-10-17,293.5
2022-10-18,292.980011
2022-10-19,299.829987
2022-10-20,302.380005
2022-10-21,306.369995
2022-10-24,316.220001
2022-10-25,323.790009
2022-10-26,320.480011
2022-10-27,318.649994
2022-10-28,325.679993
2022-10-31,318.5
2022-11-01,316.019989
2022-11-02,301.220001
2022-11-03,285.929993
2022-11-04,285.75
2022-11-07,299.540009
2022-11-08,302.170013
2022-11-09,298.869995
2022-11-10,329.950012
2022-11-11,341.149994
2022-11-14,340.369995
2022-11-15,345.959991
2022-11-16,338.410004
2022-11-17,337.829987
2022-11-18,330.859985
2022-11-21,321.48999
2022-11-22,330.880005
2022-11-23,335.779999
2022-11-25,334.299988
2022-11-28,328.970001
2022-11-29,326.779999
2022-11-30,344.929993
2022-12-01,344.109985
2022-12-02,341.529999
2022-12-05,334.089996
2022-12-06,331.149994
2022-12-07,326.679993
2022-12-08,332.579987
2022-12-09,330.640015
2022-12-12,338.170013
2022-12-13,342.459991
2022-12-14,339.920013
2022-12-15,328.709991
2022-12-16,338.540009
2022-12-19,328.76001
2022-12-20,338.220001
2022-12-21,341.380005
2022-12-22,336.519989
2022-12-23,338.450012
2022-12-27,335.089996
2022-12-28,328.329987
2022-12-29,337.579987
2022-12-30,336.529999
2023-01-03,336.920013
2023-01-04,341.410004
2023-01-05,328.440002
2023-01-06,332.75
2023-01-09,341.980011
2023-01-10,338.700012
2023-01-11,342.929993
2023-01-12,344.540009
2023-01-13,344.380005
2023-01-17,344.380005
2023-01-18,341.309998
2023-01-19,342.529999
2023-01-20,356.380005
2023-01-23,364.980011
2023-01-24,361.320007
2023-01-25,358.170013
2023-01-26,365.820007
2023-01-27,370.709991
2023-01-30,363.420013
2023-01-31,370.339996
2023-02-01,383.920013
2023-02-02,392.230011
2023-02-03,379.329987
2023-02-06,375.230011
2023-02-07,383.820007
2023-02-08,378.359985
2023-02-09,375.809998
2023-02-10,370.98999
2023-02-13,375.0
2023-02-14,377.899994
2023-02-15,375.940002
2023-02-16,365.160004
2023-02-17,356.850006
2023-02-21,346.700012
2023-02-22,348.720001
2023-02-23,347.019989
2023-02-24,320.540009
2023-02-27,322.320007
2023-02-28,323.950012
2023-03-01,323.380005
2023-03-02,333.5
2023-03-03,344.040009
2023-03-06,347.019989
2023-03-07,344.799988
2023-03-08,345.839996
2023-03-09,338.369995
2023-03-10,329.299988
2023-03-13,324.269989
2023-03-14,333.329987
2023-03-15,333.609985
2023-03-16,353.290009
2023-03-17,358.140015
2023-03-20,362.880005
2023-03-21,374.220001
2023-03-22,361.709991
2023-03-23,369.0
2023-03-24,374.959991
2023-03-27,373.149994
2023-03-28,373.399994
2023-03-29,379.160004
2023-03-30,381.899994
2023-03-31,385.369995
2023-04-03,380.079987
2023-04-04,385.149994
2023-04-05,382.019989
2023-04-06,380.600006
