Date,Close_
2023-06-16,184.919998
2023-06-15,186.009995
2023-06-14,183.949997
2023-06-13,183.309998
2023-06-12,183.789993
2023-06-09,180.960007
2023-06-08,180.570007
2023-06-07,177.820007
2023-06-06,179.210007
2023-06-05,179.580002
2023-06-02,180.949997
2023-06-01,180.089996
2023-05-31,177.25
2023-05-30,177.300003
2023-05-26,175.429993
2023-05-25,172.990005
2023-05-24,171.839996
2023-05-23,171.559998
2023-05-22,174.199997
2023-05-19,175.160004
2023-05-18,175.050003
2023-05-17,172.690002
2023-05-16,172.070007
2023-05-15,172.070007
2023-05-12,172.570007
2023-05-11,173.75
2023-05-10,173.559998
2023-05-09,171.770004
2023-05-08,173.5
2023-05-05,173.570007
2023-05-04,165.789993
2023-05-03,167.449997
2023-05-02,168.539993
2023-05-01,169.589996
2023-04-28,169.679993
2023-04-27,168.410004
2023-04-26,163.759995
2023-04-25,163.770004
2023-04-24,165.330002
2023-04-21,165.020004
2023-04-20,166.649994
2023-04-19,167.630005
2023-04-18,166.470001
2023-04-17,165.229996
2023-04-14,165.210007
2023-04-13,165.559998
2023-04-12,160.100006
2023-04-11,160.800003
2023-04-10,162.029999
2023-04-06,164.660004
2023-04-05,163.759995
2023-04-04,165.630005
2023-04-03,166.169998
2023-03-31,164.899994
2023-03-30,162.360001
2023-03-29,160.770004
2023-03-28,157.649994
2023-03-27,158.279999
2023-03-24,160.25
2023-03-23,158.929993
2023-03-22,157.830002
2023-03-21,159.279999
2023-03-20,157.399994
2023-03-17,155.0
2023-03-16,155.850006
2023-03-15,152.990005
2023-03-14,152.589996
2023-03-13,150.470001
2023-03-10,148.5
2023-03-09,150.589996
2023-03-08,152.869995
2023-03-07,151.600006
2023-03-06,153.830002
2023-03-03,151.029999
2023-03-02,145.910004
2023-03-01,145.309998
2023-02-28,147.410004
2023-02-27,147.919998
2023-02-24,146.710007
2023-02-23,149.399994
2023-02-22,148.910004
2023-02-21,148.479996
2023-02-17,152.550003
