COST,Costco Wholesale,Date,Open,High,Low,Close,Adj Close,Volume
COST,Costco Wholesale,2019-05-03,243.270004,244.880005,242.720001,244.619995,230.974380,905900
COST,Costco Wholesale,2019-05-06,242.850006,244.830002,242.059998,244.229996,230.606110,1194900
COST,Costco Wholesale,2019-05-07,241.720001,242.740005,238.220001,240.179993,226.782028,1775200
COST,Costco Wholesale,2019-05-08,239.559998,243.050003,238.190002,241.339996,227.877335,1611900
COST,Costco Wholesale,2019-05-09,240.660004,244.059998,240.160004,243.470001,230.509369,1919300
COST,Costco Wholesale,2019-05-10,242.940002,248.550003,240.029999,247.020004,233.870361,2036500
COST,Costco Wholesale,2019-05-13,244.119995,244.929993,240.669998,241.919998,229.041870,1962800
COST,Costco Wholesale,2019-05-14,242.289993,245.089996,241.809998,242.729996,229.808762,1635100
COST,Costco Wholesale,2019-05-15,242.110001,245.399994,241.229996,244.669998,231.645477,1194800
COST,Costco Wholesale,2019-05-16,245.630005,249.729996,245.210007,247.440002,234.268036,1800600
COST,Costco Wholesale,2019-05-17,245.880005,250.050003,245.589996,248.350006,235.129578,1672000
COST,Costco Wholesale,2019-05-20,247.149994,249.940002,247.149994,248.899994,235.650269,1600500
COST,Costco Wholesale,2019-05-21,249.110001,250.830002,248.100006,249.929993,236.625458,1504200
COST,Costco Wholesale,2019-05-22,251.009995,251.009995,249.139999,249.509995,236.227814,1242300
COST,Costco Wholesale,2019-05-23,248.630005,249.919998,247.179993,248.529999,235.299988,1822800
COST,Costco Wholesale,2019-05-24,249.110001,249.559998,246.770004,247.300003,234.135483,1340200
COST,Costco Wholesale,2019-05-28,248.580002,250.199997,246.139999,246.309998,233.198135,3164100
COST,Costco Wholesale,2019-05-29,244.130005,244.770004,238.910004,240.690002,227.877319,2594900
COST,Costco Wholesale,2019-05-30,242.149994,243.580002,240.750000,241.539993,228.682068,2030300
COST,Costco Wholesale,2019-05-31,238.979996,240.660004,233.050003,239.580002,226.826431,4058100
COST,Costco Wholesale,2019-06-03,239.779999,241.539993,238.080002,241.070007,228.237122,2512500
COST,Costco Wholesale,2019-06-04,243.000000,245.820007,242.500000,245.610001,232.535446,1761500
COST,Costco Wholesale,2019-06-05,246.100006,248.759995,245.020004,247.960007,234.760345,1825500
COST,Costco Wholesale,2019-06-06,248.000000,251.940002,247.740005,251.210007,237.837341,1487800
COST,Costco Wholesale,2019-06-07,251.160004,256.600006,251.020004,256.010010,242.381805,2270200
COST,Costco Wholesale,2019-06-10,256.399994,258.829987,256.109985,256.850006,243.177078,1839500
COST,Costco Wholesale,2019-06-11,258.910004,259.619995,256.209991,257.109985,243.423233,1613500
COST,Costco Wholesale,2019-06-12,257.579987,258.750000,255.770004,257.230011,243.536880,1071700
COST,Costco Wholesale,2019-06-13,257.709991,259.869995,257.549988,259.709991,245.884857,1228500
COST,Costco Wholesale,2019-06-14,260.000000,261.200012,258.910004,260.149994,246.301453,1287800
COST,Costco Wholesale,2019-06-17,261.130005,262.250000,260.429993,261.429993,247.513260,1191900
COST,Costco Wholesale,2019-06-18,263.609985,264.200012,262.049988,262.739990,248.753555,2763200
COST,Costco Wholesale,2019-06-19,262.309998,264.100006,260.940002,263.660004,249.624573,1628400
COST,Costco Wholesale,2019-06-20,265.000000,267.790009,264.549988,267.350006,253.118103,1745100
COST,Costco Wholesale,2019-06-21,266.769989,268.940002,265.989990,266.130005,251.963089,2964000
COST,Costco Wholesale,2019-06-24,267.309998,267.970001,266.519989,266.769989,252.569016,1586100
COST,Costco Wholesale,2019-06-25,266.709991,267.079987,265.359985,266.359985,252.180786,1182400
COST,Costco Wholesale,2019-06-26,266.450012,266.820007,264.339996,264.410004,250.334595,1334400
COST,Costco Wholesale,2019-06-27,264.899994,266.480011,262.989990,265.579987,251.442383,1122900
COST,Costco Wholesale,2019-06-28,265.500000,266.390015,263.359985,264.260010,250.192688,1952500
COST,Costco Wholesale,2019-07-01,266.429993,267.000000,261.839996,263.549988,249.520447,1955800
COST,Costco Wholesale,2019-07-02,263.920013,265.570007,261.670013,265.470001,251.338226,1201300
COST,Costco Wholesale,2019-07-03,265.140015,269.160004,265.140015,269.140015,254.812881,986500
COST,Costco Wholesale,2019-07-05,268.200012,268.609985,266.269989,268.250000,253.970276,1081500
COST,Costco Wholesale,2019-07-08,268.329987,269.690002,267.350006,269.399994,255.059021,1236000
COST,Costco Wholesale,2019-07-09,269.359985,270.779999,268.489990,269.970001,255.598679,1400300
COST,Costco Wholesale,2019-07-10,270.049988,271.529999,269.339996,271.420013,256.971497,1257000
COST,Costco Wholesale,2019-07-11,272.329987,276.769989,271.809998,276.540009,261.818939,1985600
COST,Costco Wholesale,2019-07-12,276.500000,280.000000,276.010010,279.440002,264.564575,2046400
COST,Costco Wholesale,2019-07-15,279.940002,280.700012,278.899994,280.579987,265.643890,1568000
COST,Costco Wholesale,2019-07-16,281.000000,281.369995,279.779999,280.649994,265.710205,1379200
COST,Costco Wholesale,2019-07-17,281.049988,282.850006,280.220001,281.559998,266.571686,1716600
COST,Costco Wholesale,2019-07-18,282.200012,283.059998,279.190002,282.910004,267.849884,1696100
COST,Costco Wholesale,2019-07-19,283.070007,284.309998,281.350006,281.510010,266.524353,1607600
COST,Costco Wholesale,2019-07-22,281.220001,282.320007,279.320007,280.170013,265.255676,1459100
COST,Costco Wholesale,2019-07-23,281.850006,282.079987,279.019989,280.100006,265.189453,1117800
COST,Costco Wholesale,2019-07-24,279.829987,281.239990,279.010010,280.829987,265.880554,1257100
COST,Costco Wholesale,2019-07-25,281.200012,281.940002,279.339996,279.799988,264.905396,1600200
COST,Costco Wholesale,2019-07-26,279.799988,281.769989,279.119995,281.369995,266.391754,1447700
COST,Costco Wholesale,2019-07-29,281.010010,281.299988,279.540009,280.130005,265.217896,1257400
COST,Costco Wholesale,2019-07-30,280.269989,280.570007,279.100006,279.500000,264.621307,978200
COST,Costco Wholesale,2019-07-31,279.019989,279.720001,272.630005,275.630005,260.957367,1886900
COST,Costco Wholesale,2019-08-01,275.750000,280.929993,274.309998,274.570007,259.953827,2634300
COST,Costco Wholesale,2019-08-02,274.299988,274.940002,270.500000,272.500000,257.994049,1969200
COST,Costco Wholesale,2019-08-05,270.089996,270.549988,262.709991,265.100006,250.987915,3329800
COST,Costco Wholesale,2019-08-06,266.470001,270.230011,264.049988,269.309998,254.973816,2383000
COST,Costco Wholesale,2019-08-07,268.179993,274.859985,263.589996,274.299988,259.698090,3037500
COST,Costco Wholesale,2019-08-08,273.040009,274.839996,271.000000,274.799988,260.171570,2046700
COST,Costco Wholesale,2019-08-09,274.579987,275.470001,271.910004,273.940002,259.357330,1284300
COST,Costco Wholesale,2019-08-12,274.029999,274.980011,269.299988,271.309998,256.867340,1638600
COST,Costco Wholesale,2019-08-13,271.179993,278.160004,270.010010,276.260010,261.553833,1724600
COST,Costco Wholesale,2019-08-14,274.000000,275.359985,268.000000,268.149994,253.875610,2122100
COST,Costco Wholesale,2019-08-15,270.529999,272.970001,268.769989,271.519989,257.066132,1623200
COST,Costco Wholesale,2019-08-16,274.100006,276.070007,273.440002,274.100006,259.508850,1230800
COST,Costco Wholesale,2019-08-19,276.410004,277.380005,274.549988,275.609985,260.938446,1313400
COST,Costco Wholesale,2019-08-20,276.279999,276.359985,272.850006,272.970001,258.438965,1390600
COST,Costco Wholesale,2019-08-21,275.410004,276.540009,274.700012,275.679993,261.004700,1682300
COST,Costco Wholesale,2019-08-22,277.010010,280.989990,276.869995,279.920013,265.019043,2345500
COST,Costco Wholesale,2019-08-23,278.209991,280.130005,272.700012,274.010010,259.423615,1984300
COST,Costco Wholesale,2019-08-26,275.750000,278.529999,275.690002,278.459991,263.636688,1426400
COST,Costco Wholesale,2019-08-27,281.000000,293.440002,280.339996,292.380005,276.815765,5169000
COST,Costco Wholesale,2019-08-28,293.750000,299.950012,292.420013,294.489990,278.813385,5162100
COST,Costco Wholesale,2019-08-29,297.480011,297.730011,292.760010,296.570007,281.403809,2613100
COST,Costco Wholesale,2019-08-30,298.000000,298.279999,292.829987,294.760010,279.686371,1801000
COST,Costco Wholesale,2019-09-03,292.570007,294.000000,290.459991,292.049988,277.114899,1842900
COST,Costco Wholesale,2019-09-04,294.000000,296.299988,293.769989,296.119995,280.976807,1375700
COST,Costco Wholesale,2019-09-05,298.429993,299.709991,296.679993,296.970001,281.783356,1865300
COST,Costco Wholesale,2019-09-06,299.200012,304.640015,298.290009,303.760010,288.226105,3018100
COST,Costco Wholesale,2019-09-09,304.500000,307.339996,298.209991,299.000000,283.709534,3397200
COST,Costco Wholesale,2019-09-10,297.380005,298.250000,294.579987,297.000000,281.811829,2725000
COST,Costco Wholesale,2019-09-11,294.299988,295.739990,287.809998,290.690002,275.824493,4754700
COST,Costco Wholesale,2019-09-12,290.339996,292.750000,288.679993,289.890015,275.065399,2942600
COST,Costco Wholesale,2019-09-13,290.200012,294.070007,289.850006,291.899994,276.972626,2306300
COST,Costco Wholesale,2019-09-16,290.570007,291.380005,288.339996,288.690002,273.926758,1508900
COST,Costco Wholesale,2019-09-17,289.559998,291.790009,288.690002,291.410004,276.507660,1758900
COST,Costco Wholesale,2019-09-18,290.700012,293.570007,288.799988,292.429993,277.475433,1666000
COST,Costco Wholesale,2019-09-19,289.489990,289.760010,284.709991,287.829987,273.110748,3004700
COST,Costco Wholesale,2019-09-20,288.750000,289.410004,286.140015,286.359985,271.715942,3409500
COST,Costco Wholesale,2019-09-23,286.359985,288.130005,285.750000,287.570007,272.864044,2025400
COST,Costco Wholesale,2019-09-24,289.299988,292.619995,286.399994,287.910004,273.186646,2483200
COST,Costco Wholesale,2019-09-25,288.260010,289.679993,286.869995,288.510010,273.755981,1827800
COST,Costco Wholesale,2019-09-26,289.429993,289.809998,286.600006,288.260010,273.518799,1877300
COST,Costco Wholesale,2019-09-27,289.529999,289.529999,284.399994,285.950012,271.326843,1538100
COST,Costco Wholesale,2019-09-30,287.700012,288.619995,286.570007,288.109985,273.376373,2151500
COST,Costco Wholesale,2019-10-01,288.040009,288.679993,283.179993,283.929993,269.410156,2648900
COST,Costco Wholesale,2019-10-02,283.230011,285.790009,282.220001,285.109985,270.529846,2480600
COST,Costco Wholesale,2019-10-03,285.390015,290.859985,281.600006,289.000000,274.220947,3590200
COST,Costco Wholesale,2019-10-04,287.850006,291.950012,283.320007,291.670013,276.754333,4513300
COST,Costco Wholesale,2019-10-07,291.040009,295.690002,290.500000,293.410004,278.405396,1988700
COST,Costco Wholesale,2019-10-08,292.950012,295.579987,290.450012,291.890015,276.963196,2201100
COST,Costco Wholesale,2019-10-09,293.109985,298.570007,293.109985,296.899994,281.716919,2235500
COST,Costco Wholesale,2019-10-10,298.630005,299.480011,296.260010,297.140015,281.944672,1637500
COST,Costco Wholesale,2019-10-11,298.070007,300.760010,297.359985,297.600006,282.381165,1855500
COST,Costco Wholesale,2019-10-14,298.000000,300.339996,297.500000,297.519989,282.305206,1297600
COST,Costco Wholesale,2019-10-15,298.320007,299.640015,297.230011,298.390015,283.130707,1580700
COST,Costco Wholesale,2019-10-16,296.799988,298.970001,295.079987,298.779999,283.500793,1811100
COST,Costco Wholesale,2019-10-17,298.850006,302.609985,298.850006,302.399994,286.935669,1734600
COST,Costco Wholesale,2019-10-18,302.000000,304.000000,300.980011,302.859985,287.372040,1853900
COST,Costco Wholesale,2019-10-21,303.000000,303.510010,300.170013,301.079987,285.683105,1322900
COST,Costco Wholesale,2019-10-22,301.609985,304.880005,299.950012,299.970001,284.629944,1955600
COST,Costco Wholesale,2019-10-23,299.579987,300.049988,297.179993,297.320007,282.115479,1798700
COST,Costco Wholesale,2019-10-24,295.049988,298.279999,294.559998,297.049988,281.859253,2056700
COST,Costco Wholesale,2019-10-25,295.519989,297.250000,295.109985,296.500000,281.337372,1686200
COST,Costco Wholesale,2019-10-28,295.700012,299.089996,295.209991,298.940002,283.652649,1672600
COST,Costco Wholesale,2019-10-29,298.209991,298.940002,295.809998,295.859985,280.730103,1295300
COST,Costco Wholesale,2019-10-30,296.920013,300.250000,295.970001,299.839996,284.506531,1264300
COST,Costco Wholesale,2019-10-31,298.359985,299.619995,294.549988,297.109985,282.528656,2277400
COST,Costco Wholesale,2019-11-01,297.989990,298.420013,295.500000,296.089996,281.558746,1364500
COST,Costco Wholesale,2019-11-04,297.160004,298.220001,295.170013,296.820007,282.252869,1651600
COST,Costco Wholesale,2019-11-05,297.089996,299.690002,295.809998,299.179993,284.497040,2204500
COST,Costco Wholesale,2019-11-06,299.970001,301.649994,297.929993,301.570007,286.769775,1675000
COST,Costco Wholesale,2019-11-07,303.929993,307.100006,302.480011,305.209991,290.231110,2399400
COST,Costco Wholesale,2019-11-08,302.739990,304.290009,301.279999,302.619995,287.768188,1501600
COST,Costco Wholesale,2019-11-11,301.549988,302.329987,299.700012,300.839996,286.075623,1160900
COST,Costco Wholesale,2019-11-12,300.829987,302.730011,298.660004,300.500000,285.752319,1540800
COST,Costco Wholesale,2019-11-13,300.179993,304.000000,299.519989,302.899994,288.034485,1517900
COST,Costco Wholesale,2019-11-14,304.390015,305.890015,302.269989,304.589996,289.641571,1336400
COST,Costco Wholesale,2019-11-15,305.309998,305.440002,301.600006,303.660004,288.757202,1706100
COST,Costco Wholesale,2019-11-18,303.109985,306.380005,302.750000,304.540009,289.593964,1241300
COST,Costco Wholesale,2019-11-19,304.500000,304.640015,301.450012,302.239990,287.406891,1761400
COST,Costco Wholesale,2019-11-20,302.440002,303.170013,298.010010,300.570007,285.818848,1979500
COST,Costco Wholesale,2019-11-21,300.690002,301.869995,299.519989,300.269989,285.533569,1302500
COST,Costco Wholesale,2019-11-22,301.940002,301.940002,297.230011,299.309998,284.620667,1277300
COST,Costco Wholesale,2019-11-25,300.290009,300.630005,297.549988,299.049988,284.373444,1613000
COST,Costco Wholesale,2019-11-26,299.260010,301.350006,298.820007,301.239990,286.455933,3359100
COST,Costco Wholesale,2019-11-27,301.820007,302.790009,300.570007,300.760010,285.999542,1906500
COST,Costco Wholesale,2019-11-29,300.820007,300.890015,299.660004,299.809998,285.096161,981600
COST,Costco Wholesale,2019-12-02,299.750000,300.200012,294.269989,297.390015,282.794983,2705500
COST,Costco Wholesale,2019-12-03,295.130005,296.190002,292.700012,295.670013,281.159302,1921400
COST,Costco Wholesale,2019-12-04,296.040009,297.160004,295.149994,296.519989,281.967651,1742000
COST,Costco Wholesale,2019-12-05,297.130005,297.130005,292.500000,293.100006,278.715485,1941100
COST,Costco Wholesale,2019-12-06,294.980011,295.989990,294.260010,294.950012,280.474701,1462000
COST,Costco Wholesale,2019-12-09,295.000000,297.190002,294.549988,295.160004,280.674347,1960000
COST,Costco Wholesale,2019-12-10,296.029999,296.690002,294.549988,295.779999,281.263916,1565900
COST,Costco Wholesale,2019-12-11,296.000000,296.350006,293.049988,295.299988,280.807495,1749800
COST,Costco Wholesale,2019-12-12,295.269989,297.760010,294.119995,297.339996,282.747345,2742700
COST,Costco Wholesale,2019-12-13,294.640015,295.000000,289.100006,291.869995,277.545776,5195600
COST,Costco Wholesale,2019-12-16,293.029999,294.459991,292.850006,293.500000,279.095795,2410000
COST,Costco Wholesale,2019-12-17,293.500000,296.299988,292.750000,295.549988,281.045227,2474100
COST,Costco Wholesale,2019-12-18,295.989990,296.359985,291.820007,291.869995,277.545776,3309800
COST,Costco Wholesale,2019-12-19,292.059998,293.809998,291.500000,293.709991,279.295471,2333600
COST,Costco Wholesale,2019-12-20,293.850006,295.019989,292.779999,294.829987,280.360504,4866500
COST,Costco Wholesale,2019-12-23,294.910004,295.309998,293.029999,293.309998,278.915131,1309800
COST,Costco Wholesale,2019-12-24,293.910004,294.450012,293.359985,294.230011,279.790009,543600
COST,Costco Wholesale,2019-12-26,294.489990,295.730011,293.899994,295.730011,281.216400,1101800
COST,Costco Wholesale,2019-12-27,296.220001,296.299988,293.179993,294.109985,279.675903,1439100
COST,Costco Wholesale,2019-12-30,294.200012,295.609985,293.660004,295.140015,280.655273,1238900
COST,Costco Wholesale,2019-12-31,295.000000,295.450012,292.179993,293.920013,279.495209,1550700
COST,Costco Wholesale,2020-01-02,294.059998,294.579987,291.000000,291.489990,277.184479,2103600
COST,Costco Wholesale,2020-01-03,290.049988,292.899994,289.329987,291.730011,277.412720,1926000
COST,Costco Wholesale,2020-01-06,290.549988,292.070007,288.619995,291.809998,277.488739,2655100
COST,Costco Wholesale,2020-01-07,291.320007,291.690002,289.279999,291.350006,277.051361,1963400
COST,Costco Wholesale,2020-01-08,290.989990,295.480011,290.500000,294.690002,280.227386,2492800
COST,Costco Wholesale,2020-01-09,298.549988,301.959991,297.709991,299.420013,284.725281,3261200
COST,Costco Wholesale,2020-01-10,300.000000,300.269989,296.660004,297.239990,282.652252,2024200
COST,Costco Wholesale,2020-01-13,296.920013,300.649994,296.799988,299.869995,285.153198,1778600
COST,Costco Wholesale,2020-01-14,299.250000,301.000000,298.579987,299.750000,285.039124,1459900
COST,Costco Wholesale,2020-01-15,298.350006,301.040009,298.040009,300.820007,286.056580,1604000
COST,Costco Wholesale,2020-01-16,301.390015,304.059998,300.980011,303.029999,288.158081,1758600
COST,Costco Wholesale,2020-01-17,303.399994,305.299988,303.029999,304.679993,289.727173,2506500
COST,Costco Wholesale,2020-01-21,306.200012,313.339996,305.760010,313.260010,297.886108,3585900
COST,Costco Wholesale,2020-01-22,313.399994,313.559998,310.209991,311.890015,296.583282,2218900
COST,Costco Wholesale,2020-01-23,312.019989,313.399994,310.730011,312.880005,297.524689,1535900
COST,Costco Wholesale,2020-01-24,314.019989,314.279999,309.100006,310.510010,295.271057,1986100
COST,Costco Wholesale,2020-01-27,306.149994,311.769989,305.649994,309.450012,294.263062,2265100
COST,Costco Wholesale,2020-01-28,310.510010,311.709991,309.100006,310.850006,295.594330,1571700
COST,Costco Wholesale,2020-01-29,310.859985,311.970001,309.390015,309.579987,294.386658,1713700
COST,Costco Wholesale,2020-01-30,308.839996,309.640015,306.670013,309.470001,294.282013,1232600
COST,Costco Wholesale,2020-01-31,308.549988,309.179993,304.559998,305.519989,290.525940,1837000
COST,Costco Wholesale,2020-02-03,307.000000,308.579987,301.670013,302.000000,287.178680,2816800
COST,Costco Wholesale,2020-02-04,304.570007,305.910004,302.760010,304.899994,289.936340,1982300
COST,Costco Wholesale,2020-02-05,307.000000,309.589996,305.399994,308.950012,293.787567,1731800
COST,Costco Wholesale,2020-02-06,309.350006,311.839996,307.850006,310.609985,295.988861,1917900
COST,Costco Wholesale,2020-02-07,310.000000,313.809998,309.119995,313.630005,298.866730,1903500
COST,Costco Wholesale,2020-02-10,313.760010,316.940002,312.600006,313.790009,299.019196,2336300
COST,Costco Wholesale,2020-02-11,314.029999,314.429993,310.470001,310.679993,296.055573,2047500
COST,Costco Wholesale,2020-02-12,310.769989,315.480011,310.769989,315.119995,300.286591,1384600
COST,Costco Wholesale,2020-02-13,314.850006,318.790009,313.540009,318.200012,303.221527,1438000
COST,Costco Wholesale,2020-02-14,318.869995,319.809998,316.950012,318.309998,303.326385,1113400
COST,Costco Wholesale,2020-02-18,319.000000,323.480011,318.609985,322.049988,306.890350,1547100
COST,Costco Wholesale,2020-02-19,322.079987,324.529999,321.730011,323.019989,307.814606,1413600
COST,Costco Wholesale,2020-02-20,322.320007,325.070007,321.010010,324.079987,308.824799,1427500
COST,Costco Wholesale,2020-02-21,322.559998,325.260010,321.029999,321.950012,306.795044,2239000
COST,Costco Wholesale,2020-02-24,315.500000,320.000000,313.260010,313.619995,298.857147,2300400
COST,Costco Wholesale,2020-02-25,315.000000,316.570007,304.399994,304.869995,290.519012,2881800
COST,Costco Wholesale,2020-02-26,307.549988,311.299988,304.679993,305.690002,291.300507,2236000
COST,Costco Wholesale,2020-02-27,301.980011,305.000000,293.000000,293.130005,279.331696,3625300
COST,Costco Wholesale,2020-02-28,285.250000,287.329987,271.279999,281.140015,267.906067,7091800
COST,Costco Wholesale,2020-03-02,294.440002,309.510010,291.380005,309.140015,294.588043,7563800
COST,Costco Wholesale,2020-03-03,309.140015,314.170013,301.029999,302.730011,288.479828,5131400
COST,Costco Wholesale,2020-03-04,308.290009,320.970001,305.019989,320.739990,305.642029,4219300
COST,Costco Wholesale,2020-03-05,315.769989,324.510010,313.200012,315.760010,300.896423,6407700
COST,Costco Wholesale,2020-03-06,312.140015,317.489990,302.750000,311.339996,296.684448,6185500
COST,Costco Wholesale,2020-03-09,295.850006,310.329987,293.000000,301.980011,287.765076,5203100
COST,Costco Wholesale,2020-03-10,307.970001,309.730011,294.420013,309.399994,294.835846,4245500
COST,Costco Wholesale,2020-03-11,300.859985,307.790009,294.190002,297.429993,283.429230,3622700
COST,Costco Wholesale,2020-03-12,280.440002,295.630005,276.339996,279.850006,266.676788,7307600
COST,Costco Wholesale,2020-03-13,288.829987,303.250000,278.269989,302.269989,288.041412,6100100
COST,Costco Wholesale,2020-03-16,281.829987,299.529999,279.510010,283.179993,269.850037,5465500
COST,Costco Wholesale,2020-03-17,289.000000,307.190002,286.299988,306.989990,292.539276,7170600
COST,Costco Wholesale,2020-03-18,298.000000,318.000000,296.000000,307.500000,293.025238,6701800
COST,Costco Wholesale,2020-03-19,310.410004,313.850006,302.630005,305.220001,290.852570,5429500
COST,Costco Wholesale,2020-03-20,307.920013,308.010010,287.019989,290.420013,276.749298,6581200
COST,Costco Wholesale,2020-03-23,292.010010,295.670013,278.420013,285.529999,272.089417,5646400
COST,Costco Wholesale,2020-03-24,294.589996,297.350006,282.829987,284.940002,271.527161,7124200
COST,Costco Wholesale,2020-03-25,284.209991,290.720001,279.209991,280.859985,267.639191,5639600
COST,Costco Wholesale,2020-03-26,281.339996,293.730011,280.859985,292.299988,278.540741,5463100
COST,Costco Wholesale,2020-03-27,287.130005,293.489990,283.329987,284.329987,270.945923,4250400
COST,Costco Wholesale,2020-03-30,287.489990,291.679993,285.839996,291.119995,277.416351,4396000
COST,Costco Wholesale,2020-03-31,287.420013,291.519989,284.000000,285.130005,271.708221,5618600
COST,Costco Wholesale,2020-04-01,282.359985,288.799988,280.899994,286.779999,273.280640,3745800
COST,Costco Wholesale,2020-04-02,284.380005,292.779999,282.820007,291.480011,277.759338,3500600
COST,Costco Wholesale,2020-04-03,289.160004,292.339996,285.799988,288.649994,275.062561,2650100
COST,Costco Wholesale,2020-04-06,293.000000,305.489990,289.570007,305.119995,290.757263,5272500
COST,Costco Wholesale,2020-04-07,306.500000,310.000000,303.220001,303.630005,289.337402,4036500
COST,Costco Wholesale,2020-04-08,305.109985,307.420013,302.279999,305.970001,291.567322,3964400
COST,Costco Wholesale,2020-04-09,299.450012,304.350006,297.579987,300.010010,285.887848,6487600
COST,Costco Wholesale,2020-04-13,298.579987,303.950012,297.660004,299.619995,285.516174,3120400
COST,Costco Wholesale,2020-04-14,302.750000,314.750000,301.250000,314.140015,299.352692,4288300
COST,Costco Wholesale,2020-04-15,311.640015,313.750000,306.820007,310.269989,295.664856,2937300
COST,Costco Wholesale,2020-04-16,314.730011,322.630005,312.040009,321.559998,306.423401,3940000
COST,Costco Wholesale,2020-04-17,321.309998,322.130005,314.019989,317.920013,302.954742,3688000
COST,Costco Wholesale,2020-04-20,317.950012,318.380005,311.529999,312.079987,297.389679,3156300
COST,Costco Wholesale,2020-04-21,311.140015,311.890015,299.350006,301.329987,287.145721,3833000
COST,Costco Wholesale,2020-04-22,304.000000,311.130005,302.040009,309.420013,294.854858,2970600
COST,Costco Wholesale,2020-04-23,307.029999,309.640015,304.790009,305.399994,291.024078,2625200
COST,Costco Wholesale,2020-04-24,307.329987,310.829987,305.510010,310.549988,295.931610,2019400
COST,Costco Wholesale,2020-04-27,313.049988,313.290009,307.589996,308.779999,294.244995,2287300
COST,Costco Wholesale,2020-04-28,310.829987,311.269989,304.279999,304.950012,290.595306,2425900
COST,Costco Wholesale,2020-04-29,304.950012,308.679993,301.119995,307.089996,292.634583,3667700
COST,Costco Wholesale,2020-04-30,306.149994,307.899994,302.570007,303.000000,289.396790,3794300
COST,Costco Wholesale,2020-05-01,301.779999,304.820007,300.179993,301.920013,288.365234,2525400
COST,Costco Wholesale,2020-05-04,303.000000,305.529999,300.070007,304.489990,290.819855,2477500
COST,Costco Wholesale,2020-05-05,305.059998,309.799988,303.440002,307.920013,294.095886,2460900
COST,Costco Wholesale,2020-05-06,309.920013,311.040009,306.540009,308.890015,295.022278,2406700
COST,Costco Wholesale,2020-05-07,309.339996,309.869995,304.529999,305.000000,291.306915,2601800
COST,Costco Wholesale,2020-05-08,305.899994,307.179993,303.700012,305.940002,292.204712,2337400
COST,Costco Wholesale,2020-05-11,305.640015,311.829987,305.000000,310.329987,296.397644,1865900
COST,Costco Wholesale,2020-05-12,310.839996,311.549988,304.790009,304.839996,291.154114,2264900
COST,Costco Wholesale,2020-05-13,304.839996,306.399994,300.119995,302.140015,288.575409,2954900
COST,Costco Wholesale,2020-05-14,301.010010,302.880005,294.540009,299.739990,286.283081,3718900
COST,Costco Wholesale,2020-05-15,299.070007,299.829987,295.859985,299.209991,285.776917,4577200
COST,Costco Wholesale,2020-05-18,301.720001,303.190002,299.920013,302.760010,289.167480,3987300
COST,Costco Wholesale,2020-05-19,304.619995,309.019989,303.149994,304.630005,290.953552,3523000
COST,Costco Wholesale,2020-05-20,306.769989,307.920013,303.200012,304.910004,291.221008,2827000
COST,Costco Wholesale,2020-05-21,304.790009,305.040009,301.250000,301.970001,288.412964,2492100
COST,Costco Wholesale,2020-05-22,302.010010,303.940002,300.829987,302.429993,288.852295,2366400
COST,Costco Wholesale,2020-05-26,306.010010,306.899994,303.529999,304.799988,291.115906,3234600
COST,Costco Wholesale,2020-05-27,304.559998,306.309998,299.470001,306.010010,292.271606,2980200
COST,Costco Wholesale,2020-05-28,307.250000,311.000000,306.899994,309.559998,295.662262,4301900
COST,Costco Wholesale,2020-05-29,304.200012,308.880005,302.350006,308.470001,294.621216,4971800
COST,Costco Wholesale,2020-06-01,307.899994,309.739990,306.459991,308.290009,294.449249,2293700
COST,Costco Wholesale,2020-06-02,307.950012,309.019989,304.720001,307.089996,293.303162,2528900
COST,Costco Wholesale,2020-06-03,307.500000,308.200012,305.920013,306.640015,292.873291,2165900
COST,Costco Wholesale,2020-06-04,310.850006,315.350006,309.089996,310.750000,296.798737,4553900
COST,Costco Wholesale,2020-06-05,313.130005,313.630005,307.290009,312.040009,298.030884,4375600
COST,Costco Wholesale,2020-06-08,310.660004,311.290009,306.459991,307.190002,293.398590,3764500
COST,Costco Wholesale,2020-06-09,307.500000,308.600006,305.170013,305.549988,291.832275,3155800
COST,Costco Wholesale,2020-06-10,306.480011,308.630005,305.649994,307.329987,293.532349,2713700
COST,Costco Wholesale,2020-06-11,306.989990,309.200012,300.640015,300.829987,287.324097,3443000
COST,Costco Wholesale,2020-06-12,302.670013,305.149994,296.250000,298.700012,285.289764,4020000
COST,Costco Wholesale,2020-06-15,297.049988,298.070007,293.839996,297.179993,283.838013,3266800
COST,Costco Wholesale,2020-06-16,301.350006,302.739990,299.220001,301.359985,287.830383,2633800
COST,Costco Wholesale,2020-06-17,301.019989,302.000000,298.899994,299.609985,286.158966,2188400
COST,Costco Wholesale,2020-06-18,300.000000,300.809998,297.790009,299.570007,286.120728,1881800
COST,Costco Wholesale,2020-06-19,300.179993,301.899994,298.640015,299.899994,286.435913,3438000
COST,Costco Wholesale,2020-06-22,299.700012,301.480011,298.250000,300.450012,286.961273,2094400
COST,Costco Wholesale,2020-06-23,301.730011,304.899994,300.730011,301.290009,287.763519,2409600
COST,Costco Wholesale,2020-06-24,300.769989,301.279999,296.600006,298.019989,284.640259,2398100
COST,Costco Wholesale,2020-06-25,297.059998,301.149994,295.399994,300.529999,287.037659,2274300
COST,Costco Wholesale,2020-06-26,300.410004,302.119995,295.950012,296.559998,283.245850,2866000
